from,to,paragraphs
ccpr-c-145-d-4181-2022,ccpr-c-137-d-2795-2016,1
ccpr-c-145-d-4181-2022,ccpr-c-138-d-3213-2018,1
ccpr-c-145-d-4181-2022,ccpr-c-140-d-4063-2021,1
ccpr-c-145-d-4181-2022,ccpr-c-141-d-3307-2019,1
ccpr-c-145-d-4181-2022,ccpr-c-141-d-4062-2021,1
ccpr-c-145-d-4181-2022,ccpr-c-21-rev-1-add-13,1
ccpr-c-145-d-4691-2024,ccpr-c-113-d-2211-2012,1
ccpr-c-145-d-4691-2024,ccpr-c-124-d-2335-2014,1
ccpr-c-145-d-4691-2024,ccpr-c-134-d-3327-2019,1
ccpr-c-145-d-4691-2024,ccpr-c-135-d-3736-2020,1
ccpr-c-145-d-4691-2024,ccpr-c-141-d-4062-2021,1
ccpr-c-145-d-4732-2025,ccpr-c-144-d-4296-2023,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-121-d-2168-2012,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-127-d-3067-2017,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-131-d-2692-2015,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-131-d-2863-2016,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-134-d-3242-2018,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-135-d-3241-2018,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-136-d-2961-2017,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-137-d-2693-2015-ccpr-c-137-d-2898-2016,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-137-d-2911-2016-ccpr-c-137-d-3081-2017,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-142-d-j-1,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-143-d-j-1,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-72-d-818-1998,1
ccpr-c-145-d-j-1-rev-1,ccpr-c-80-d-797-1998,1
ccpr-c-19-d-105-1981,ccpr-c-17-d-66-1980,1
ccpr-c-19-d-107-1981,e-cn-4-1492,1
ccpr-c-19-d-92-1981,ccpr-c-17-d-66-1980,1
ccpr-c-21-rev-1-add-10,ccpr-c-13-d-24-1977,1
ccpr-c-21-rev-1-add-10,ccpr-c-21-rev-1-add-9,1
ccpr-c-21-rev-1-add-10,ccpr-c-34-d-202-1986,1
ccpr-c-21-rev-1-add-10,hri-gen-1-rev-9-vol-i-p-175,1
ccpr-c-21-rev-1-add-10,hri-gen-1-rev-9-vol-i-p-179,1
ccpr-c-21-rev-1-add-11,hri-gen-1-rev-9-vol-i-p-176,1
ccpr-c-21-rev-1-add-13,ccpr-c-21-rev-1-add-10,1
ccpr-c-21-rev-1-add-13,ccpr-c-21-rev-1-add-11,1
ccpr-c-21-rev-1-add-13,hri-gen-1-rev-9-vol-i-p-174,1
ccpr-c-21-rev-1-add-13,hri-gen-1-rev-9-vol-i-p-195,1
ccpr-c-21-rev-1-add-5,ccpr-c-29-d-180-1984,1
ccpr-c-21-rev-1-add-5,ccpr-c-29-d-182-1984,1
ccpr-c-21-rev-1-add-5,ccpr-c-37-d-220-1987,1
ccpr-c-21-rev-1-add-5,ccpr-c-37-d-222-1987,1
ccpr-c-21-rev-1-add-5,hri-gen-1-rev-9-vol-i-p-183,1
ccpr-c-21-rev-1-add-9,ccpr-c-15-d-57-1979,1
ccpr-c-21-rev-1-add-9,ccpr-c-18-d-106-1981,1
ccpr-c-21-rev-1-add-9,ccpr-c-18-d-77-1980,1
ccpr-c-21-rev-1-add-9,ccpr-c-21-rev-1-add-5,1
ccpr-c-21-rev-1-add-9,ccpr-c-27-d-138-1983,1
ccpr-c-21-rev-1-add-9,ccpr-c-27-d-157-1983,1
ccpr-c-21-rev-1-add-9,ccpr-c-51-d-456-1991,1
ccpr-c-21-rev-1-add-9,ccpr-c-58-d-538-1993,1
ccpr-c-24-d-115-1982,ccpr-c-18-d-49-1979,1
ccpr-c-31-d-161-1983,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-31-d-194-1985,ccpr-c-32-d-191-1985,1
ccpr-c-33-d-197-1985,ccpr-c-32-d-191-1985,1
ccpr-c-33-d-286-1988,hri-gen-1-rev-9-vol-i-p-184,1
ccpr-c-35-d-196-1985,ccpr-c-29-d-182-1984,1
ccpr-c-35-d-218-1986,ccpr-c-29-d-172-1984,1
ccpr-c-35-d-218-1986,ccpr-c-29-d-180-1984,1
ccpr-c-35-d-218-1986,ccpr-c-29-d-182-1984,1
ccpr-c-35-d-265-1987,hri-gen-1-rev-9-vol-i-p-179,1
ccpr-c-36-d-238-1987,ccpr-c-34-d-203-1986,1
ccpr-c-37-d-208-1986,ccpr-c-25-d-185-1984,1
ccpr-c-37-d-290-1988,ccpr-c-33-d-201-1985,1
ccpr-c-37-d-290-1988,ccpr-c-37-d-369-1989,1
ccpr-c-37-d-297-1988,ccpr-c-31-d-245-1987,1
ccpr-c-37-d-297-1988,ccpr-c-32-d-267-1987,1
ccpr-c-37-d-297-1988,ccpr-c-35-d-218-1986,1
ccpr-c-37-d-369-1989,ccpr-c-33-d-201-1985,1
ccpr-c-37-d-369-1989,ccpr-c-37-d-290-1988,1
ccpr-c-38-d-167-1984,ccpr-c-13-d-24-1977,1
ccpr-c-38-d-167-1984,ccpr-c-34-d-203-1986,1
ccpr-c-38-d-275-1988,ccpr-c-35-d-213-1986,1
ccpr-c-38-d-275-1988,ccpr-c-37-d-268-1987,1
ccpr-c-38-d-329-1988,ccpr-c-37-d-369-1989,1
ccpr-c-38-d-378-1989,ccpr-c-37-d-369-1989,1
ccpr-c-39-d-219-1986,ccpr-c-35-d-273-1988,1
ccpr-c-39-d-232-1987,ccpr-c-35-d-223-1987,1
ccpr-c-39-d-250-1987,ccpr-c-35-d-223-1987,1
ccpr-c-39-d-295-1988,ccpr-c-35-d-196-1985,1
ccpr-c-39-d-305-1988,ccpr-c-35-d-273-1988,1
ccpr-c-39-d-318-1988,ccpr-c-33-d-224-1987,1
ccpr-c-40-d-389-1989,ccpr-c-37-d-369-1989,1
ccpr-c-41-d-226-1987,ccpr-c-41-d-256-1987,1
ccpr-c-41-d-253-1987,ccpr-c-39-d-232-1987,1
ccpr-c-41-d-341-1988,ccpr-c-39-d-219-1986,1
ccpr-c-43-d-230-1987,ccpr-c-35-d-210-1986,1
ccpr-c-43-d-240-1987,ccpr-c-35-d-210-1986,1
ccpr-c-43-d-240-1987,ccpr-c-37-d-369-1989,1
ccpr-c-43-d-240-1987,ccpr-c-39-d-250-1987,1
ccpr-c-43-d-240-1987,ccpr-c-41-d-253-1987,1
ccpr-c-43-d-283-1988,ccpr-c-35-d-210-1986,1
ccpr-c-43-d-283-1988,ccpr-c-37-d-369-1989,1
ccpr-c-43-d-347-1988,ccpr-c-37-d-220-1987,1
ccpr-c-43-d-347-1988,ccpr-c-37-d-268-1987,1
ccpr-c-43-d-347-1988,ccpr-c-41-d-327-1988,1
ccpr-c-43-d-347-1988,ccpr-c-43-d-348-1989,1
ccpr-c-43-d-348-1989,ccpr-c-37-d-220-1987,1
ccpr-c-43-d-348-1989,ccpr-c-37-d-268-1987,1
ccpr-c-43-d-348-1989,ccpr-c-41-d-327-1988,1
ccpr-c-43-d-348-1989,ccpr-c-43-d-347-1988,1
ccpr-c-43-d-358-1989,ccpr-c-13-d-24-1977,1
ccpr-c-43-d-358-1989,ccpr-c-15-d-79-1980,1
ccpr-c-43-d-358-1989,ccpr-c-29-d-192-1985,1
ccpr-c-43-d-358-1989,ccpr-c-33-d-224-1987,1
ccpr-c-43-d-358-1989,ccpr-c-35-d-296-1988,1
ccpr-c-43-d-358-1989,ccpr-c-38-d-167-1984,1
ccpr-c-43-d-358-1989,ccpr-c-40-d-413-1990,1
ccpr-c-43-d-439-1990,ccpr-c-37-d-220-1987,1
ccpr-c-43-d-439-1990,ccpr-c-39-d-219-1986,1
ccpr-c-44-d-248-1987,ccpr-c-41-d-253-1987,1
ccpr-c-44-d-248-1987,ccpr-c-43-d-240-1987,1
ccpr-c-44-d-248-1987,ccpr-c-43-d-283-1988,1
ccpr-c-44-d-248-1987,ccpr-c-9-d-8-1977,1
ccpr-c-44-d-248-1987,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-44-d-269-1987,ccpr-c-43-d-283-1988,1
ccpr-c-44-d-272-1988,ccpr-c-43-d-230-1987,1
ccpr-c-44-d-272-1988,ccpr-c-43-d-283-1988,1
ccpr-c-44-d-363-1989,ccpr-c-35-d-262-1987,1
ccpr-c-45-d-396-1990,ccpr-c-35-d-213-1986,1
ccpr-c-45-d-397-1990,ccpr-c-35-d-262-1987,1
ccpr-c-45-d-408-1990,ccpr-c-39-d-305-1988,1
ccpr-c-45-d-410-1990,ccpr-c-43-d-457-1991,1
ccpr-c-45-d-483-1991,ccpr-c-43-d-446-1991,1
ccpr-c-46-d-237-1987,ccpr-c-37-d-369-1989,1
ccpr-c-46-d-237-1987,ccpr-c-43-d-283-1988,1
ccpr-c-46-d-255-1987,ccpr-c-43-d-283-1988,1
ccpr-c-46-d-292-1988,ccpr-c-43-d-283-1988,1
ccpr-c-46-d-338-1988,ccpr-c-43-d-283-1988,1
ccpr-c-46-d-338-1988,ccpr-c-44-d-272-1988,1
ccpr-c-46-d-406-1990,ccpr-c-29-d-172-1984,1
ccpr-c-46-d-406-1990,ccpr-c-29-d-182-1984,1
ccpr-c-46-d-406-1990,ccpr-c-32-d-212-1986,1
ccpr-c-46-d-406-1990,ccpr-c-35-d-218-1986,1
ccpr-c-46-d-406-1990,ccpr-c-44-d-415-1990,1
ccpr-c-46-d-420-1990,ccpr-c-35-d-273-1988,1
ccpr-c-46-d-426-1990,ccpr-c-29-d-172-1984,1
ccpr-c-46-d-426-1990,ccpr-c-29-d-182-1984,1
ccpr-c-46-d-426-1990,ccpr-c-32-d-212-1986,1
ccpr-c-46-d-426-1990,ccpr-c-35-d-218-1986,1
ccpr-c-46-d-426-1990,ccpr-c-44-d-415-1990,1
ccpr-c-46-d-432-1990,ccpr-c-35-d-273-1988,1
ccpr-c-47-d-282-1988,ccpr-c-43-d-230-1987,1
ccpr-c-47-d-282-1988,ccpr-c-43-d-283-1988,1
ccpr-c-47-d-334-1988,ccpr-c-43-d-283-1988,1
ccpr-c-47-d-362-1989,ccpr-c-49-d-384-1989,1
ccpr-c-47-d-429-1990,ccpr-c-12-d-35-1978,1
ccpr-c-47-d-429-1990,ccpr-c-38-d-167-1984,1
ccpr-c-48-d-314-1988,ccpr-c-39-d-195-1985,1
ccpr-c-48-d-470-1991,ccpr-c-15-d-61-1979,1
ccpr-c-48-d-470-1991,ccpr-c-29-d-217-1986,1
ccpr-c-48-d-478-1991,ccpr-c-32-d-212-1986,1
ccpr-c-48-d-501-1992,ccpr-c-29-d-172-1984,1
ccpr-c-49-d-352-1989,ccpr-c-43-d-230-1987,1
ccpr-c-49-d-375-1989,ccpr-c-37-d-369-1989,1
ccpr-c-49-d-375-1989,ccpr-c-38-d-329-1988,1
ccpr-c-49-d-375-1989,ccpr-c-43-d-283-1988,1
ccpr-c-49-d-524-1992,ccpr-c-47-d-429-1990,1
ccpr-c-50-d-332-1988,ccpr-c-41-d-253-1987,1
ccpr-c-50-d-353-1989,ccpr-c-33-d-285-1988,1
ccpr-c-50-d-353-1989,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-50-d-377-1989,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-50-d-475-1991,ccpr-c-32-d-212-1986,1
ccpr-c-50-d-475-1991,ccpr-c-35-d-273-1988,1
ccpr-c-50-d-477-1991,ccpr-c-29-d-172-1984,1
ccpr-c-50-d-477-1991,ccpr-c-29-d-182-1984,1
ccpr-c-50-d-477-1991,ccpr-c-48-d-478-1991,1
ccpr-c-50-d-488-1992,hri-gen-1-rev-9-vol-i-p-191,1
ccpr-c-51-d-322-1988,ccpr-c-26-d-147-1983,1
ccpr-c-51-d-322-1988,ccpr-c-35-d-213-1986,1
ccpr-c-51-d-322-1988,ccpr-c-38-d-275-1988,1
ccpr-c-51-d-322-1988,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-51-d-417-1990,ccpr-c-36-d-238-1987,1
ccpr-c-51-d-425-1990,ccpr-c-44-d-395-1990,1
ccpr-c-51-d-441-1990,ccpr-c-25-d-168-1984,1
ccpr-c-51-d-441-1990,ccpr-c-36-d-207-1986,1
ccpr-c-51-d-445-1991,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-51-d-455-1991,ccpr-c-36-d-361-1989,1
ccpr-c-51-d-456-1991,ccpr-c-12-d-58-1979,1
ccpr-c-51-d-456-1991,ccpr-c-33-d-236-1987,1
ccpr-c-51-d-456-1991,ccpr-c-35-d-296-1988,1
ccpr-c-51-d-458-1991,ccpr-c-15-d-30-1978,1
ccpr-c-51-d-458-1991,ccpr-c-39-d-305-1988,1
ccpr-c-51-d-458-1991,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-51-d-489-1992,ccpr-c-51-d-504-1992,1
ccpr-c-51-d-504-1992,ccpr-c-51-d-489-1992,1
ccpr-c-52-d-539-1993,ccpr-c-15-d-61-1979,1
ccpr-c-52-d-539-1993,ccpr-c-48-d-470-1991,1
ccpr-c-52-d-539-1993,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-53-d-400-1990,ccpr-c-38-d-275-1988,1
ccpr-c-53-d-400-1990,hri-gen-1-rev-9-vol-i-p-193,1
ccpr-c-53-d-500-1992,ccpr-c-35-d-273-1988,1
ccpr-c-53-d-536-1993,ccpr-c-43-d-331-1988,1
ccpr-c-54-d-464-1991,ccpr-c-43-d-283-1988,1
ccpr-c-54-d-482-1991,ccpr-c-43-d-283-1988,1
ccpr-c-54-d-516-1992,ccpr-c-29-d-182-1984,1
ccpr-c-54-d-578-1994,ccpr-c-12-d-58-1979,1
ccpr-c-54-d-606-1994,ccpr-c-43-d-230-1987,1
ccpr-c-54-d-606-1994,ccpr-c-45-d-382-1989,1
ccpr-c-54-d-606-1994,ccpr-c-47-d-282-1988,1
ccpr-c-55-d-373-1989,ccpr-c-34-d-203-1986,1
ccpr-c-55-d-373-1989,ccpr-c-35-d-210-1986,1
ccpr-c-55-d-373-1989,ccpr-c-41-d-253-1987,1
ccpr-c-55-d-373-1989,ccpr-c-44-d-277-1988,1
ccpr-c-55-d-373-1989,hri-gen-1-rev-9-vol-i-p-179,1
ccpr-c-55-d-454-1991,ccpr-c-29-d-182-1984,1
ccpr-c-55-d-454-1991,ccpr-c-54-d-516-1992,1
ccpr-c-55-d-459-1991,ccpr-c-43-d-283-1988,1
ccpr-c-55-d-472-1991,ccpr-c-53-d-514-1992,1
ccpr-c-55-d-472-1991,hri-gen-1-rev-9-vol-i-p-198,1
ccpr-c-55-d-519-1992,ccpr-c-43-d-283-1988,1
ccpr-c-55-d-563-1993,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-55-d-573-1994,ccpr-c-21-d-123-1982,1
ccpr-c-55-d-573-1994,ccpr-c-38-d-275-1988,1
ccpr-c-55-d-596-1994,ccpr-c-43-d-283-1988,1
ccpr-c-55-d-596-1994,ccpr-c-53-d-541-1993,1
ccpr-c-55-d-596-1994,ccpr-c-55-d-373-1989,1
ccpr-c-55-d-657-1995,ccpr-c-47-d-429-1990,1
ccpr-c-56-d-461-1991,ccpr-c-35-d-225-1987,1
ccpr-c-56-d-461-1991,ccpr-c-55-d-459-1991,1
ccpr-c-56-d-461-1991,ccpr-c-56-d-588-1994,1
ccpr-c-56-d-542-1993,ccpr-c-49-d-468-1991,1
ccpr-c-56-d-542-1993,ccpr-c-51-d-449-1991,1
ccpr-c-56-d-588-1994,ccpr-c-41-d-253-1987,1
ccpr-c-56-d-588-1994,ccpr-c-44-d-248-1987,1
ccpr-c-56-d-588-1994,ccpr-c-54-d-606-1994,1
ccpr-c-56-d-597-1994,ccpr-c-35-d-210-1986,1
ccpr-c-56-d-597-1994,ccpr-c-41-d-253-1987,1
ccpr-c-56-d-597-1994,ccpr-c-44-d-277-1988,1
ccpr-c-56-d-597-1994,ccpr-c-51-d-445-1991,1
ccpr-c-56-d-597-1994,ccpr-c-56-d-588-1994,1
ccpr-c-56-d-664-1995,ccpr-c-54-d-578-1994,1
ccpr-c-57-d-424-1990,ccpr-c-57-d-423-1990,1
ccpr-c-57-d-527-1993,ccpr-c-56-d-588-1994,1
ccpr-c-57-d-537-1993,ccpr-c-39-d-250-1987,1
ccpr-c-57-d-537-1993,ccpr-c-56-d-461-1991,1
ccpr-c-57-d-546-1993,ccpr-c-15-d-45-1979,1
ccpr-c-57-d-571-1994,ccpr-c-43-d-283-1988,1
ccpr-c-57-d-571-1994,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-57-d-586-1994,ccpr-c-29-d-182-1984,1
ccpr-c-57-d-598-1994,ccpr-c-14-d-63-1979,1
ccpr-c-57-d-598-1994,ccpr-c-18-d-16-1977,1
ccpr-c-57-d-598-1994,ccpr-c-54-d-606-1994,1
ccpr-c-57-d-598-1994,ccpr-c-56-d-588-1994,1
ccpr-c-57-d-599-1994,ccpr-c-56-d-588-1994,1
ccpr-c-57-d-608-1995,ccpr-c-29-d-172-1984,1
ccpr-c-57-d-645-1995,ccpr-c-47-d-429-1990,1
ccpr-c-57-d-645-1995,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-58-d-538-1993,ccpr-c-12-d-58-1979,1
ccpr-c-58-d-538-1993,hri-gen-1-rev-9-vol-i-p-189,1
ccpr-c-58-d-550-1993,ccpr-c-18-d-104-1981,1
ccpr-c-58-d-572-1994,ccpr-c-41-d-253-1987,1
ccpr-c-58-d-607-1994,ccpr-c-43-d-283-1988,1
ccpr-c-58-d-607-1994,ccpr-c-56-d-588-1994,1
ccpr-c-58-d-671-1995,ccpr-c-33-d-197-1985,1
ccpr-c-58-d-671-1995,ccpr-c-38-d-167-1984,1
ccpr-c-58-d-671-1995,ccpr-c-52-d-511-1992,1
ccpr-c-59-d-528-1993,ccpr-c-39-d-250-1987,1
ccpr-c-59-d-558-1993,ccpr-c-15-d-61-1979,1
ccpr-c-59-d-558-1993,ccpr-c-58-d-538-1993,1
ccpr-c-59-d-579-1994,ccpr-c-50-d-520-1992,1
ccpr-c-59-d-579-1994,ccpr-c-53-d-536-1993,1
ccpr-c-59-d-587-1994,ccpr-c-56-d-588-1994,1
ccpr-c-59-d-601-1994,ccpr-c-29-d-172-1984,1
ccpr-c-59-d-601-1994,ccpr-c-38-d-167-1984,1
ccpr-c-60-d-529-1993,ccpr-c-55-d-373-1989,1
ccpr-c-60-d-549-1993-rev-1,hri-gen-1-rev-9-vol-i-p-191,1
ccpr-c-60-d-552-1993,ccpr-c-50-d-520-1992,1
ccpr-c-60-d-603-1994,ccpr-c-33-d-236-1987,1
ccpr-c-60-d-612-1995,ccpr-c-55-d-563-1993,1
ccpr-c-60-d-639-1995,ccpr-c-56-d-588-1994,1
ccpr-c-60-d-654-1995,ccpr-c-12-d-58-1979,1
ccpr-c-60-d-654-1995,ccpr-c-33-d-236-1987,1
ccpr-c-60-d-658-1995,ccpr-c-29-d-182-1984,1
ccpr-c-60-d-661-1995,ccpr-c-31-d-243-1987,1
ccpr-c-60-d-696-1996,ccpr-c-60-d-708-1996,1
ccpr-c-60-d-698-1996,ccpr-c-12-d-58-1979,1
ccpr-c-60-d-702-1996,ccpr-c-55-d-373-1989,1
ccpr-c-60-d-707-1996,ccpr-c-50-d-377-1989,1
ccpr-c-60-d-707-1996,ccpr-c-54-d-606-1994,1
ccpr-c-60-d-707-1996,ccpr-c-60-d-708-1996,1
ccpr-c-60-d-707-1996,hri-gen-1-rev-9-vol-i-p-179,1
ccpr-c-60-d-708-1996,ccpr-c-60-d-696-1996,1
ccpr-c-61-d-554-1993,ccpr-c-39-d-250-1987,1
ccpr-c-61-d-555-1993,ccpr-c-61-d-554-1993,1
ccpr-c-61-d-609-1995,ccpr-c-54-d-606-1994,1
ccpr-c-61-d-640-1995,ccpr-c-51-d-445-1991,1
ccpr-c-61-d-706-1996,ccpr-c-52-d-539-1993,1
ccpr-c-62-d-569-1993,hri-gen-1-rev-9-vol-i-p-200,1
ccpr-c-62-d-585-1994,ccpr-c-56-d-461-1991,1
ccpr-c-62-d-585-1994,ccpr-c-57-d-537-1993,1
ccpr-c-62-d-619-1995,ccpr-c-43-d-283-1988,1
ccpr-c-62-d-619-1995,ccpr-c-51-d-458-1991,1
ccpr-c-62-d-623-1995,ccpr-c-62-d-627-1995,1
ccpr-c-62-d-624-1995,ccpr-c-62-d-627-1995,1
ccpr-c-62-d-626-1995,ccpr-c-62-d-627-1995,1
ccpr-c-62-d-676-1996,ccpr-c-35-d-223-1987,1
ccpr-c-62-d-704-1996,ccpr-c-50-d-377-1989,1
ccpr-c-62-d-704-1996,ccpr-c-60-d-707-1996,1
ccpr-c-62-d-705-1996,ccpr-c-50-d-377-1989,1
ccpr-c-62-d-705-1996,ccpr-c-51-d-458-1991,1
ccpr-c-62-d-734-1997,ccpr-c-15-d-45-1979,1
ccpr-c-62-d-734-1997,ccpr-c-54-d-606-1994,1
ccpr-c-62-d-734-1997,ccpr-c-8-d-9-1977,1
ccpr-c-62-d-749-1997,ccpr-c-15-d-45-1979,1
ccpr-c-62-d-749-1997,ccpr-c-54-d-606-1994,1
ccpr-c-62-d-749-1997,ccpr-c-8-d-9-1977,1
ccpr-c-63-d-564-1993,ccpr-c-43-d-283-1988,1
ccpr-c-63-d-617-1995,ccpr-c-46-d-237-1987,1
ccpr-c-63-d-617-1995,ccpr-c-56-d-588-1994,1
ccpr-c-63-d-672-1995,ccpr-c-53-d-541-1993,1
ccpr-c-63-d-732-1997,ccpr-c-39-d-250-1987,1
ccpr-c-63-d-750-1997,hri-gen-1-rev-9-vol-i-p-179,1
ccpr-c-63-d-813-1998,ccpr-c-47-d-362-1989,1
ccpr-c-63-d-813-1998,ccpr-c-57-d-523-1992,1
ccpr-c-63-d-813-1998,ccpr-c-60-d-533-1993,1
ccpr-c-64-d-574-1994,ccpr-c-17-d-55-1979,1
ccpr-c-64-d-592-1994,ccpr-c-43-d-283-1988,1
ccpr-c-64-d-594-1992,ccpr-c-54-d-515-1992,1
ccpr-c-64-d-602-1994,ccpr-c-44-d-395-1990,1
ccpr-c-64-d-610-1995,ccpr-c-39-d-232-1987,1
ccpr-c-64-d-647-1995,ccpr-c-41-d-253-1987,1
ccpr-c-64-d-647-1995,ccpr-c-43-d-230-1987,1
ccpr-c-64-d-647-1995,ccpr-c-43-d-336-1988,1
ccpr-c-64-d-647-1995,ccpr-c-44-d-277-1988,1
ccpr-c-64-d-647-1995,ccpr-c-51-d-445-1991,1
ccpr-c-64-d-647-1995,ccpr-c-51-d-458-1991,1
ccpr-c-64-d-647-1995,ccpr-c-56-d-588-1994,1
ccpr-c-64-d-647-1995,hri-gen-1-rev-9-vol-i-p-179,1
ccpr-c-64-d-649-1995,ccpr-c-41-d-253-1987,1
ccpr-c-64-d-649-1995,ccpr-c-43-d-336-1988,1
ccpr-c-64-d-649-1995,ccpr-c-44-d-277-1988,1
ccpr-c-64-d-649-1995,ccpr-c-51-d-458-1991,1
ccpr-c-64-d-649-1995,ccpr-c-56-d-588-1994,1
ccpr-c-64-d-649-1995,hri-gen-1-rev-9-vol-i-p-179,1
ccpr-c-64-d-663-1995,ccpr-c-43-d-230-1987,1
ccpr-c-64-d-663-1995,ccpr-c-51-d-445-1991,1
ccpr-c-64-d-663-1995,ccpr-c-62-d-585-1994,1
ccpr-c-64-d-669-1995,ccpr-c-60-d-643-1995,1
ccpr-c-64-d-670-1995,ccpr-c-60-d-643-1995,1
ccpr-c-64-d-719-1996,ccpr-c-55-d-459-1991,1
ccpr-c-64-d-719-1996,ccpr-c-56-d-588-1994,1
ccpr-c-64-d-719-1996,hri-gen-1-rev-9-vol-i-p-176-99dcaf,1
ccpr-c-64-d-720-1996,ccpr-c-62-d-705-1996,1
ccpr-c-64-d-720-1996-rev-1,ccpr-c-51-d-445-1991,1
ccpr-c-64-d-720-1996-rev-1,ccpr-c-62-d-705-1996,1
ccpr-c-64-d-730-1996,ccpr-c-35-d-223-1987,1
ccpr-c-64-d-730-1996,ccpr-c-39-d-250-1987,1
ccpr-c-64-d-730-1996,ccpr-c-41-d-253-1987,1
ccpr-c-64-d-730-1996,ccpr-c-47-d-282-1988,1
ccpr-c-64-d-730-1996,ccpr-c-55-d-459-1991,1
ccpr-c-64-d-730-1996,ccpr-c-56-d-588-1994,1
ccpr-c-65-d-633-1995,ccpr-c-21-rev-1-add-7,1
ccpr-c-65-d-634-1995,ccpr-c-51-d-445-1991,1
ccpr-c-65-d-634-1995,ccpr-c-56-d-588-1994,1
ccpr-c-65-d-668-1995,ccpr-c-39-d-250-1987,1
ccpr-c-65-d-668-1995,ccpr-c-41-d-253-1987,1
ccpr-c-65-d-668-1995,ccpr-c-43-d-283-1988,1
ccpr-c-65-d-668-1995,ccpr-c-46-d-338-1988,1
ccpr-c-65-d-668-1995,ccpr-c-47-d-282-1988,1
ccpr-c-65-d-668-1995,ccpr-c-55-d-596-1994,1
ccpr-c-65-d-668-1995,ccpr-c-57-d-537-1993,1
ccpr-c-65-d-737-1997,ccpr-c-36-d-361-1989,1
ccpr-c-65-d-742-1997,ccpr-c-18-d-129-1982,1
ccpr-c-65-d-775-1997,ccpr-c-53-d-536-1993,1
ccpr-c-66-d-665-1995,ccpr-c-39-d-232-1987,1
ccpr-c-66-d-665-1995,ccpr-c-41-d-253-1987,1
ccpr-c-66-d-665-1995,ccpr-c-44-d-272-1988,1
ccpr-c-66-d-665-1995,ccpr-c-46-d-338-1988,1
ccpr-c-66-d-665-1995,ccpr-c-55-d-596-1994,1
ccpr-c-66-d-680-1996,ccpr-c-47-d-282-1988,1
ccpr-c-66-d-680-1996,ccpr-c-51-d-445-1991,1
ccpr-c-66-d-709-1996,ccpr-c-40-d-303-1988,1
ccpr-c-66-d-709-1996,ccpr-c-43-d-230-1987,1
ccpr-c-66-d-709-1996,ccpr-c-43-d-283-1988,1
ccpr-c-67-d-666-1995,hri-gen-1-rev-9-vol-i-p-195,1
ccpr-c-67-d-694-1996,ccpr-c-12-d-40-1978,1
ccpr-c-67-d-845-1999,ccpr-c-41-d-253-1987,1
ccpr-c-67-d-845-1999,ccpr-c-43-d-283-1988,1
ccpr-c-67-d-845-1999,ccpr-c-43-d-336-1988,1
ccpr-c-67-d-845-1999,ccpr-c-55-d-373-1989,1
ccpr-c-67-d-845-1999,ccpr-c-56-d-597-1994,1
ccpr-c-67-d-845-1999,ccpr-c-57-d-523-1992,1
ccpr-c-67-d-873-1999,ccpr-c-59-d-579-1994,1
ccpr-c-68-d-625-1995,ccpr-c-35-d-210-1986,1
ccpr-c-68-d-625-1995,ccpr-c-62-d-619-1995,1
ccpr-c-68-d-625-1995,hri-gen-1-rev-9-vol-i-p-184,1
ccpr-c-68-d-711-1996,ccpr-c-39-d-195-1985,1
ccpr-c-68-d-731-1996,ccpr-c-39-d-250-1987,1
ccpr-c-68-d-731-1996,ccpr-c-41-d-253-1987,1
ccpr-c-68-d-731-1996,ccpr-c-56-d-588-1994,1
ccpr-c-68-d-731-1996,ccpr-c-62-d-749-1997,1
ccpr-c-68-d-780-1997,ccpr-c-64-d-574-1994,1
ccpr-c-68-d-780-1997,ccpr-c-64-d-628-1995,1
ccpr-c-69-d-689-1996,ccpr-c-67-d-666-1995,1
ccpr-c-69-d-760-1996,ccpr-c-21-rev-1-add-5,1
ccpr-c-69-d-760-1997,ccpr-c-21-rev-1-add-5,1
ccpr-c-69-d-770-1997,hri-gen-1-rev-9-vol-i-p-184,1
